space_type,area_sqm,length_m,width_m,sunlight_hours,shade_level,wind_exposure,water_access,drainage_quality,avg_day_temp_c,peak_surface_temp_c,humidity_pct,rainfall_level,heat_island_score,maintenance_level,budget_level,preferred_style,edible_preference,flowering_preference,pet_safe_required,irrigation_allowed,data_source,species_aloe_vera,species_basil_sweet,species_bougainvillea,species_cherry_tomato,species_chilli,species_coriander,species_curry_leaf,species_geranium_pelargonium,species_hibiscus,species_jade_plant,species_lemongrass,species_malabar_spinach,species_marigold,species_mint,species_plumeria,species_portulaca,species_pothos,species_prickly_pear,species_sedum,species_snake_plant,species_spider_plant,species_tulsi_holy,species_vinca,species_zinnia
ROOFTOP_outdoor,2.18,1.34,1.63,6.1,MEDIUM,0.685,SPOUT_NEAR,OK,29.7,47.3,51,MODERATE,0.749,1,1,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
ROOFTOP_outdoor,2.55,1.68,1.52,9.5,MEDIUM,0.68,HOSE_ON_DECK,GOOD,31.3,49.4,76,HEAVY,0.588,2,1,mixed_edible_ornamental,1,0,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
BALCONY_outdoor,3.31,1.87,1.77,5.2,MEDIUM,0.756,HOSE_ON_DECK,OK,28.2,46.4,47,HEAVY,0.496,2,0,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
TERRACE_outdoor,2.99,1.72,1.74,8.6,MEDIUM,0.306,RAIN_ONLY,GOOD,39.2,51.3,83,DRY,0.836,2,2,cooling_green,1,1,0,1,synthetic_bootstrap_v1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BALCONY_outdoor,3.06,1.62,1.89,7.4,LOW,0.269,SPOUT_NEAR,OK,30.8,44.8,76,MODERATE,0.819,1,2,cooling_green,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,13.85,4.33,3.2,10.5,MEDIUM,0.11,SPOUT_NEAR,GOOD,29.6,41.5,37,MODERATE,0.564,1,3,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
TERRACE_outdoor,1.5,1.05,1.43,6.7,LOW,0.724,HOSE_ON_DECK,POOR,31.2,39.4,63,MODERATE,0.759,0,2,minimal_low_care,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
TERRACE_outdoor,10.28,3.02,3.4,5.4,MEDIUM,0.119,CARRY_BUCKETS,GOOD,32.6,39.5,73,MODERATE,0.832,1,2,mixed_edible_ornamental,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
BALCONY_indoor,6.55,3.14,2.09,3.8,MEDIUM,0.268,SPOUT_NEAR,GOOD,36.1,47.8,64,MODERATE,0.669,0,1,ornamental_color,1,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
ROOFTOP_outdoor,2.81,1.85,1.52,10.2,LOW,0.484,CARRY_BUCKETS,OK,28.1,34.8,40,DRY,0.941,1,2,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
ROOFTOP_outdoor,3.54,1.82,1.95,6.0,LOW,0.576,RAIN_ONLY,OK,35.7,54.5,67,HEAVY,0.691,1,1,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,4.38,2.36,1.86,5.7,MEDIUM,0.248,HOSE_ON_DECK,POOR,28.5,39.1,82,MODERATE,0.666,2,2,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ROOFTOP_outdoor,2.92,1.51,1.93,6.7,LOW,0.801,SPOUT_NEAR,GOOD,32.6,51.0,49,MODERATE,0.462,0,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ROOFTOP_outdoor,6.68,2.25,2.97,8.5,LOW,0.373,HOSE_ON_DECK,POOR,39.8,51.7,51,MODERATE,0.624,3,3,food_garden,1,0,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
ROOFTOP_outdoor,2.49,1.71,1.46,11.1,LOW,0.769,CARRY_BUCKETS,POOR,30.1,36.5,47,HEAVY,0.91,0,2,ornamental_color,0,0,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,4.42,2.56,1.73,7.3,MEDIUM,0.215,HOSE_ON_DECK,OK,35.9,46.7,81,MODERATE,0.389,2,2,cooling_green,0,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
TERRACE_outdoor,2.6,1.76,1.48,9.0,LOW,0.902,CARRY_BUCKETS,POOR,29.4,36.8,42,HEAVY,0.902,2,1,cooling_green,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
BALCONY_outdoor,1.5,1.28,1.17,8.2,LOW,0.6,CARRY_BUCKETS,POOR,33.0,47.9,44,HEAVY,0.928,1,1,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BALCONY_outdoor,1.5,1.15,1.3,5.0,MEDIUM,0.824,CARRY_BUCKETS,OK,28.5,42.5,80,HEAVY,0.487,0,2,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
BALCONY_outdoor,4.95,2.67,1.85,6.1,MEDIUM,0.237,CARRY_BUCKETS,OK,29.5,41.6,39,MODERATE,0.531,2,2,ornamental_color,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
BALCONY_outdoor,5.11,2.24,2.28,7.5,LOW,0.36,SPOUT_NEAR,GOOD,32.2,45.8,43,DRY,0.409,0,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
TERRACE_outdoor,3.6,2.2,1.64,5.7,MEDIUM,0.704,HOSE_ON_DECK,GOOD,29.9,43.0,41,DRY,0.899,0,2,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
ROOFTOP_indoor,12.07,3.7,3.26,3.2,HIGH,0.211,SPOUT_NEAR,OK,30.2,45.7,87,MODERATE,0.851,1,1,minimal_low_care,1,1,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,7.14,3.0,2.38,5.0,LOW,0.91,SPOUT_NEAR,OK,36.6,54.5,48,MODERATE,0.518,0,2,cooling_green,1,1,0,0,synthetic_bootstrap_v1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
BALCONY_outdoor,1.5,1.06,1.42,6.4,LOW,0.805,SPOUT_NEAR,GOOD,34.8,44.1,65,MODERATE,0.639,2,0,ornamental_color,0,1,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
ROOFTOP_outdoor,3.06,1.51,2.03,8.1,LOW,0.879,HOSE_ON_DECK,OK,33.3,51.7,39,MODERATE,0.491,1,3,food_garden,0,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
BALCONY_outdoor,1.67,1.21,1.38,4.4,MEDIUM,0.653,HOSE_ON_DECK,OK,39.2,46.0,73,HEAVY,0.591,3,3,food_garden,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
TERRACE_outdoor,5.09,2.05,2.48,10.0,LOW,0.481,SPOUT_NEAR,OK,37.3,53.6,38,MODERATE,0.832,1,1,mixed_edible_ornamental,0,1,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ROOFTOP_outdoor,3.62,2.01,1.8,9.3,LOW,0.836,HOSE_ON_DECK,OK,29.3,41.2,59,MODERATE,0.528,1,2,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
BALCONY_indoor,1.61,1.54,1.05,4.6,MEDIUM,0.797,CARRY_BUCKETS,GOOD,35.3,47.4,63,MODERATE,0.885,3,1,mixed_edible_ornamental,1,0,0,0,synthetic_bootstrap_v1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
ROOFTOP_outdoor,4.2,2.1,2.0,6.2,MEDIUM,0.149,CARRY_BUCKETS,GOOD,35.2,49.7,87,MODERATE,0.859,3,1,food_garden,0,0,0,0,synthetic_bootstrap_v1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
ROOFTOP_outdoor,1.5,1.27,1.18,10.6,LOW,0.68,HOSE_ON_DECK,OK,32.4,41.8,56,HEAVY,0.7,1,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
TERRACE_outdoor,4.5,2.47,1.82,8.8,LOW,0.809,HOSE_ON_DECK,OK,31.1,50.5,66,MODERATE,0.753,3,1,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
TERRACE_outdoor,7.03,2.53,2.78,6.4,LOW,0.099,SPOUT_NEAR,GOOD,37.4,46.6,50,DRY,0.479,1,2,ornamental_color,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
TERRACE_outdoor,9.92,2.94,3.37,9.9,MEDIUM,0.327,SPOUT_NEAR,OK,32.5,45.7,73,MODERATE,0.481,1,0,food_garden,1,1,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
TERRACE_outdoor,2.08,1.71,1.22,6.0,MEDIUM,0.206,CARRY_BUCKETS,GOOD,34.0,48.6,38,DRY,0.737,2,2,ornamental_color,0,0,0,0,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
BALCONY_indoor,1.55,1.16,1.34,3.2,HIGH,0.163,RAIN_ONLY,POOR,28.1,40.6,66,MODERATE,0.368,1,1,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ROOFTOP_outdoor,3.37,1.85,1.82,10.6,MEDIUM,0.875,HOSE_ON_DECK,POOR,39.4,49.2,37,DRY,0.932,2,0,food_garden,1,1,0,0,synthetic_bootstrap_v1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
TERRACE_outdoor,5.0,2.32,2.16,7.8,LOW,0.732,RAIN_ONLY,GOOD,34.3,44.1,58,HEAVY,0.364,1,2,minimal_low_care,0,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
ROOFTOP_outdoor,1.5,1.28,1.17,9.6,LOW,0.269,RAIN_ONLY,OK,28.2,46.8,32,DRY,0.477,0,0,cooling_green,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ROOFTOP_outdoor,7.89,3.05,2.59,5.1,LOW,0.468,SPOUT_NEAR,POOR,33.4,51.9,72,DRY,0.499,3,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
TERRACE_outdoor,5.67,2.59,2.19,11.0,LOW,0.516,CARRY_BUCKETS,OK,29.9,48.4,40,HEAVY,0.674,0,1,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
ROOFTOP_outdoor,4.66,1.91,2.44,5.6,MEDIUM,0.459,HOSE_ON_DECK,POOR,39.8,55.8,33,HEAVY,0.799,1,3,mixed_edible_ornamental,0,0,0,1,synthetic_bootstrap_v1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
BALCONY_indoor,14.77,3.86,3.83,3.1,HIGH,0.912,SPOUT_NEAR,GOOD,33.0,41.1,39,MODERATE,0.95,2,1,minimal_low_care,0,1,0,1,synthetic_bootstrap_v1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
ROOFTOP_outdoor,1.63,1.44,1.13,10.1,LOW,0.753,CARRY_BUCKETS,OK,29.1,36.8,70,MODERATE,0.724,1,0,food_garden,1,0,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
BALCONY_outdoor,3.98,2.28,1.75,6.2,LOW,0.171,CARRY_BUCKETS,GOOD,40.3,49.1,35,MODERATE,0.776,1,2,cooling_green,0,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
BALCONY_outdoor,6.82,2.6,2.62,6.8,LOW,0.694,HOSE_ON_DECK,POOR,30.6,42.7,45,DRY,0.673,0,3,cooling_green,0,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ROOFTOP_outdoor,6.94,3.07,2.26,5.1,LOW,0.249,SPOUT_NEAR,OK,28.4,36.8,46,HEAVY,0.88,2,1,ornamental_color,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,2.44,1.94,1.26,11.0,LOW,0.691,RAIN_ONLY,OK,37.6,56.1,41,MODERATE,0.868,2,2,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TERRACE_outdoor,1.8,1.44,1.25,10.3,MEDIUM,0.87,SPOUT_NEAR,OK,38.8,46.7,75,MODERATE,0.903,1,0,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TERRACE_outdoor,7.41,2.39,3.1,10.0,LOW,0.23,SPOUT_NEAR,GOOD,36.8,52.2,53,HEAVY,0.449,1,2,cooling_green,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
ROOFTOP_outdoor,3.31,1.55,2.14,7.2,MEDIUM,0.444,CARRY_BUCKETS,GOOD,39.8,54.3,40,MODERATE,0.472,0,3,cooling_green,1,0,0,1,synthetic_bootstrap_v1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
ROOFTOP_outdoor,5.79,2.9,2.0,6.1,LOW,0.233,SPOUT_NEAR,OK,38.5,50.2,63,DRY,0.37,0,1,cooling_green,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
ROOFTOP_outdoor,6.32,3.06,2.07,6.2,LOW,0.466,SPOUT_NEAR,POOR,29.4,46.7,41,DRY,0.52,3,3,food_garden,1,0,0,0,synthetic_bootstrap_v1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
BALCONY_outdoor,4.57,2.46,1.86,6.3,LOW,0.082,CARRY_BUCKETS,GOOD,37.0,50.1,63,DRY,0.534,2,3,mixed_edible_ornamental,0,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
ROOFTOP_indoor,6.96,2.6,2.68,2.0,HIGH,0.562,SPOUT_NEAR,OK,39.2,48.4,55,MODERATE,0.658,2,2,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
ROOFTOP_outdoor,2.85,1.54,1.85,8.1,LOW,0.864,RAIN_ONLY,OK,35.4,53.5,68,MODERATE,0.695,1,3,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
ROOFTOP_outdoor,2.55,1.36,1.87,7.3,LOW,0.66,HOSE_ON_DECK,GOOD,37.6,45.0,68,DRY,0.533,0,3,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ROOFTOP_outdoor,2.75,1.93,1.42,10.7,LOW,0.46,CARRY_BUCKETS,OK,38.4,52.0,86,MODERATE,0.546,2,0,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,3.58,2.13,1.68,8.7,LOW,0.126,HOSE_ON_DECK,POOR,28.0,46.9,82,MODERATE,0.855,2,1,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
TERRACE_outdoor,1.73,1.49,1.16,5.8,LOW,0.467,SPOUT_NEAR,GOOD,32.1,44.6,43,DRY,0.608,1,0,food_garden,1,0,0,0,synthetic_bootstrap_v1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
TERRACE_outdoor,3.94,1.84,2.14,7.9,MEDIUM,0.751,SPOUT_NEAR,OK,39.0,49.0,44,DRY,0.538,0,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BALCONY_outdoor,1.5,1.36,1.1,5.9,MEDIUM,0.265,SPOUT_NEAR,GOOD,30.8,43.9,83,DRY,0.51,0,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
ROOFTOP_indoor,6.55,2.52,2.6,3.0,MEDIUM,0.104,HOSE_ON_DECK,POOR,33.6,52.4,65,MODERATE,0.5,1,1,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ROOFTOP_outdoor,3.1,2.08,1.49,9.4,MEDIUM,0.554,CARRY_BUCKETS,OK,36.1,50.0,75,DRY,0.817,1,2,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,7.25,3.03,2.39,7.6,MEDIUM,0.941,CARRY_BUCKETS,POOR,29.1,45.9,86,HEAVY,0.535,2,0,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
TERRACE_outdoor,1.5,1.16,1.29,10.6,LOW,0.081,CARRY_BUCKETS,GOOD,36.2,54.8,69,HEAVY,0.407,3,2,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
ROOFTOP_outdoor,4.7,2.21,2.13,9.2,LOW,0.176,HOSE_ON_DECK,POOR,36.6,52.7,82,HEAVY,0.585,2,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TERRACE_outdoor,4.56,2.51,1.82,6.6,MEDIUM,0.335,CARRY_BUCKETS,OK,32.7,49.4,32,DRY,0.91,1,0,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TERRACE_outdoor,4.93,2.32,2.12,5.8,LOW,0.606,RAIN_ONLY,GOOD,39.3,47.2,35,HEAVY,0.507,1,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
BALCONY_outdoor,2.57,1.37,1.88,7.5,LOW,0.427,HOSE_ON_DECK,POOR,31.7,46.8,69,DRY,0.635,2,2,minimal_low_care,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
BALCONY_outdoor,4.81,2.66,1.81,7.8,LOW,0.932,SPOUT_NEAR,GOOD,35.1,54.8,76,HEAVY,0.912,0,3,ornamental_color,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
TERRACE_outdoor,1.92,1.72,1.12,6.3,LOW,0.685,HOSE_ON_DECK,OK,37.5,54.2,42,MODERATE,0.377,2,2,cooling_green,0,0,0,1,synthetic_bootstrap_v1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ROOFTOP_outdoor,10.84,2.9,3.74,9.3,LOW,0.523,SPOUT_NEAR,GOOD,31.2,45.7,36,DRY,0.835,1,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
TERRACE_outdoor,3.5,1.7,2.06,7.6,LOW,0.697,SPOUT_NEAR,OK,32.2,51.8,53,MODERATE,0.772,1,1,food_garden,0,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
ROOFTOP_outdoor,2.74,1.44,1.9,7.2,LOW,0.337,HOSE_ON_DECK,POOR,30.3,38.0,65,MODERATE,0.596,1,2,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
ROOFTOP_outdoor,4.48,1.98,2.26,8.2,MEDIUM,0.424,SPOUT_NEAR,POOR,32.1,49.5,54,MODERATE,0.375,1,0,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ROOFTOP_outdoor,1.61,1.33,1.21,11.3,MEDIUM,0.358,SPOUT_NEAR,OK,38.1,57.8,65,DRY,0.434,2,3,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ROOFTOP_outdoor,1.5,1.05,1.43,10.2,LOW,0.158,SPOUT_NEAR,POOR,28.1,40.3,70,DRY,0.737,1,0,ornamental_color,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
TERRACE_outdoor,1.5,1.31,1.15,6.4,MEDIUM,0.556,SPOUT_NEAR,GOOD,35.6,45.3,70,DRY,0.631,0,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,1.5,1.13,1.33,5.9,MEDIUM,0.21,SPOUT_NEAR,GOOD,40.0,52.9,36,DRY,0.711,2,2,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
TERRACE_outdoor,3.48,2.04,1.71,5.3,LOW,0.637,HOSE_ON_DECK,GOOD,31.8,46.6,37,MODERATE,0.853,2,1,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
BALCONY_outdoor,3.84,2.09,1.84,6.4,LOW,0.11,SPOUT_NEAR,POOR,37.9,47.5,83,HEAVY,0.659,2,3,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
BALCONY_indoor,2.15,1.68,1.28,4.0,MEDIUM,0.258,CARRY_BUCKETS,OK,34.4,47.4,40,DRY,0.939,1,2,ornamental_color,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
BALCONY_indoor,3.45,1.65,2.09,3.2,HIGH,0.514,SPOUT_NEAR,OK,37.2,52.8,55,HEAVY,0.519,3,3,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
BALCONY_outdoor,6.39,3.12,2.05,8.0,MEDIUM,0.526,SPOUT_NEAR,POOR,35.8,53.1,47,DRY,0.909,1,1,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,13.07,4.05,3.23,9.2,LOW,0.081,RAIN_ONLY,OK,35.8,49.5,40,MODERATE,0.949,2,1,food_garden,1,0,0,0,synthetic_bootstrap_v1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
BALCONY_outdoor,10.04,3.63,2.77,4.3,LOW,0.498,SPOUT_NEAR,OK,37.0,53.6,41,MODERATE,0.606,3,1,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
BALCONY_outdoor,2.0,1.67,1.2,8.7,MEDIUM,0.776,HOSE_ON_DECK,OK,38.0,57.7,50,MODERATE,0.516,1,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
